"","consent","demo_party","demo_party_forced","demo_ideology","demo_pol_forced","demo_gender","subject_rid","age","gender","hhi","ethnicity","hispanic","education","political_party","region","zip","question","ideology","headline","headline_text","ideology_num","headline_politics","answer_num","batch","group"
"1.13...313","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Other","Democrat","somewhat conservative","Right or center-right","Female","6059554270","21","2","1","2","1","2","7","3","77064",13,"supports left or liberal views","Rep_5","Migrant Jobs Project Spends 15 Million to Employ Only 120",-1,"Rep",-1,"1","mixed"
"2.13...314","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Male","9585922169","19","1","1","1","1","2","10","1","11741",13,"supports left or liberal views","Dem_1","Justice Dept. Officials Had Discussions About Pushing Trump Out",-1,"Dem",-1,"1","mixed"
"3.13...315","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Other","Democrat","no opinion","Right or center-right","Female","8939399137","56","2","1","1","1","3","7","1","08865",13,"is politically neutral","Rep_9","Trump's Approval Rating among Likely Voters Soars to His Best in 23 Months at 52%",0,"Rep",0,"1","mixed"
"4.13...316","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","no opinion","Left or center-left","Female","7592548150","74","2","7","1","1","4","1","3","75452",13,"supports left or liberal views","Dem_8","US Budget Deficit Running 41.8 Percent above Last Year",-1,"Dem",-1,"1","mixed"
"5.13...317","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","conservative","Left or center-left","Male","1236577854","35","1","22","1","2","8","1","1","10001",13,"is more right or conservative","Dem_4","Since Parkland There's Been a School Shooting, on Average, Every 12 Days",1,"Dem",1,"1","mixed"
"6.13...318","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Republican","somewhat conservative","Left or center-left","Male","7449148935","50","1","5","1","1","7","4","1","10456",13,"is more right or conservative","Dem_9","Susan Collins Raised More Money from Brett Kavanaugh Supporters than Mainers",1,"Dem",1,"1","mixed"
"7.13...319","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Republican","conservative","Left or center-left","Male","6137465490","39","1","24","1","1","8","10","3","79705",13,"is politically neutral","Rep_7","America Created 304,000 Jobs in January, Smashing Estimates",0,"Rep",0,"1","mixed"
"8.13...320","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Republican","somewhat conservative","Right or center-right","Other","6327995909","72","2","14","1","1","5","5","1","19312",13,"is politically neutral","Rep_9","Trump's Approval Rating among Likely Voters Soars to His Best in 23 Months at 52%",0,"Rep",0,"1","mixed"
"9.13...321","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","somewhat liberal","Left or center-left","Male","5933535900","59","1","-3105","1","1","4","3","3","40004",13,"is politically neutral","Dem_9","Susan Collins Raised More Money from Brett Kavanaugh Supporters than Mainers",0,"Dem",0,"1","mixed"
"10.13...322","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","somewhat conservative","Right or center-right","Female","1979948092","50","2","3","1","1","5","9","3","38138",13,"supports right or conservative views","Rep_5","Migrant Jobs Project Spends 15 Million to Employ Only 120",1,"Rep",1,"1","mixed"
"11.13...323","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Other","Republican","no opinion","Left or center-left","Female","2477807817","34","2","1","1","1","-3105","7","2","60610",13,"supports right or conservative views","Dem_10","Trump's First 4 Mar-a-Lago Trips Cost Taxpayers $13.6 Million",1,"Dem",1,"1","mixed"
"12.13...324","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Republican","no opinion","Left or center-left","Female","8941062931","39","2","1","2","1","2","4","3","37207",13,"supports left or liberal views","Rep_x3","At GOP convention finale, Donald Trump vows to protect LGBTQ community",-1,"Rep",-1,"1","mixed"
"13.13...325","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","somewhat conservative","Right or center-right","Male","3351637568","67","1","15","1","1","7","10","2","53511",13,"is more left or liberal","Dem_x2","North Carolina Republicans push legislation to hobble incoming Democratic governor",-1,"Dem",-1,"1","mixed"
"14.13...326","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","liberal","Left or center-left","Male","8150657681","25","2","19","1","2","6","10","3","32311",13,"is politically neutral","Dem_x2","North Carolina Republicans push legislation to hobble incoming Democratic governor",0,"Dem",0,"1","mixed"
"15.13...327","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Female","3747897665","34","2","19","1","1","7","2","3","20120",13,"is more left or liberal","Dem_x1","The small businesses near Trump Tower are experiencing a miniature recession",-1,"Dem",-1,"1","mixed"
"16.13...328","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","somewhat conservative","Right or center-right","Male","4029049198","25","1","-3105","16","1","-3105","7","3","22206",13,"is politically neutral","Dem_6","Justice Department to Award $8.3 Million to California Victims of Las Vegas Shooting",0,"Dem",0,"1","mixed"
"17.13...329","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","no opinion","Right or center-right","Female","5008274722","19","2","6","1","1","4","1","2","68510",13,"is politically neutral","Dem_2","Undeniable Warming: The Planet's Hottest Five Years on Record",0,"Dem",0,"1","mixed"
"18.13...330","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","liberal","Right or center-right","Female","7162871472","56","2","1","1","1","1","3","3","72419",13,"supports right or conservative views","Dem_x3","Trump lashes out at Vanity Fair, one day after it lambastes his restaurant",1,"Dem",1,"1","mixed"
"19.13...331","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Republican","somewhat conservative","Right or center-right","Male","6998755415","53","1","-3105","1","1","7","5","1","12061",13,"is politically neutral","Dem_6","Justice Department to Award $8.3 Million to California Victims of Las Vegas Shooting",0,"Dem",0,"1","mixed"
"20.13...332","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Other","Democrat","no opinion","Right or center-right","Female","1192857898","66","2","1","1","1","4","7","3","79924",13,"is more right or conservative","Dem_5","Demand for IUDs and Birth Control Implants Rose After Trump's Election Amid Insurance Concerns",1,"Dem",1,"1","mixed"
"21.13...333","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","somewhat liberal","Right or center-right","Male","9405779438","31","1","19","1","1","6","9","4","90009",13,"supports right or conservative views","Rep_1","Guest Kicked Out of Disneyland for Unfurling 'Trump 2020' Banner",1,"Rep",1,"1","mixed"
"22.13...334","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Male","513782450","78","1","11","1","1","7","10","4","83647",13,"is more left or liberal","Rep_3","Ocasio-Cortez Retracts Erroneous Information About Green New Deal Backed by 2020 Democratic Candidates",-1,"Rep",-1,"1","mixed"
"23.13...335","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Male","9610559763","48","1","23","1","1","7","2","2","58104",13,"supports left or liberal views","Dem_2","Undeniable Warming: The Planet's Hottest Five Years on Record",-1,"Dem",-1,"1","mixed"
"24.13...336","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","no opinion","Left or center-left","Male","3797048810","31","1","9","15","2","2","3","4","95648",13,"is more right or conservative","Rep_8","76 Percent of Viewers Approve President Trump's State of the Union Speech",1,"Rep",1,"1","mixed"
"25.13...337","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","no opinion","Left or center-left","Female","5438626278","22","2","1","2","1","4","7","4","85041",13,"is more right or conservative","Dem_1","Justice Dept. Officials Had Discussions About Pushing Trump Out",1,"Dem",1,"1","mixed"
"26.13...338","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat conservative","Right or center-right","Female","3787285346","34","2","13","15","1","4","3","2","44035",13,"is more right or conservative","Rep_x1","Companies are already canceling plans to move U.S. jobs abroad",1,"Rep",1,"1","mixed"
"1.14...339","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Other","Democrat","somewhat conservative","Right or center-right","Female","6059554270","21","2","1","2","1","2","7","3","77064",14,"supports left or liberal views","Rep_4","Investors Pulled Record $25 Billion from US Stock ETFs in January",-1,"Rep",-1,"1","mixed"
"2.14...340","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Male","9585922169","19","1","1","1","1","2","10","1","11741",14,"supports right or conservative views","Rep_10","Islamic State is 100 Percent Defeated",1,"Rep",1,"1","mixed"
"3.14...341","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Other","Democrat","no opinion","Right or center-right","Female","8939399137","56","2","1","1","1","3","7","1","08865",14,"is politically neutral","Rep_5","Migrant Jobs Project Spends 15 Million to Employ Only 120",0,"Rep",0,"1","mixed"
