study,group,question,answer,submit_time,source,source_politics,source_alignment,headline,headline_type,headline_politics,headline_alignment,subject_id,subject_politics,demo_party,demo_ideology,demo_ideology_forced,demo_gender,demo_education,demo_birthyear,demo_age,relevant_for_analysis,source_familiarity,source_trust,source_trust_num
Study 1,bonus,10,FALSE,8.155,fox,conservative,TRUE,Dem_3,Dem,liberal,FALSE,study_1_377,conservative,Independent,somewhat conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1993,26,TRUE,yes,Barely,0.25
Study 1,bonus,10,FALSE,8.246,nyt,liberal,FALSE,Rep_2,Rep,conservative,TRUE,study_1_384,conservative,Independent,conservative,Right or center-right,Male,"Professional degree (e.g. MD, JD)",1981,38,TRUE,yes,Not at all,0
Study 1,bonus,10,TRUE,6.671,fox,conservative,TRUE,Dem_3,Dem,liberal,FALSE,study_1_387,conservative,Republican,somewhat conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1978,41,TRUE,yes,Somewhat,0.5
Study 1,control,10,TRUE,6.845,nyt,liberal,FALSE,Dem_3,Dem,liberal,FALSE,study_1_388,conservative,Republican,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1980,39,TRUE,yes,Somewhat,0.5
Study 1,control,11,FALSE,7,fox,conservative,TRUE,Dem_1,Dem,liberal,FALSE,study_1_1,conservative,Independent,conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1993,26,TRUE,yes,A lot,0.75
Study 1,control,11,TRUE,6.602,fox,conservative,TRUE,Dem_3,Dem,liberal,FALSE,study_1_10,conservative,Independent,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1981,38,TRUE,yes,Somewhat,0.5
Study 1,bonus,11,TRUE,6.818,fox,conservative,FALSE,Dem_3,Dem,liberal,TRUE,study_1_16,liberal,Democrat,liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1992,27,TRUE,yes,Not at all,0
Study 1,control,11,TRUE,9.982,fox,conservative,TRUE,Dem_2,Dem,liberal,FALSE,study_1_17,conservative,Independent,somewhat conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1986,33,TRUE,yes,Somewhat,0.5
Study 1,control,11,FALSE,6.543,nyt,liberal,TRUE,Dem_1,Dem,liberal,TRUE,study_1_19,liberal,Democrat,somewhat liberal,Left or center-left,Female,"Master’s degree (e.g. MA, MS)",1990,29,TRUE,yes,Somewhat,0.5
Study 1,bonus,11,FALSE,8.185,nyt,liberal,TRUE,Rep_2,Rep,conservative,FALSE,study_1_22,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Professional degree (e.g. MD, JD)",1978,41,TRUE,yes,Entirely,1
Study 1,control,11,TRUE,7.106,fox,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_1_23,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1986,33,TRUE,yes,Somewhat,0.5
Study 1,control,11,TRUE,6.897,nyt,liberal,TRUE,Dem_2,Dem,liberal,TRUE,study_1_24,liberal,Independent,liberal,Left or center-left,Male,High school degree or equivalent (e.g. GED),1993,26,TRUE,yes,Somewhat,0.5
Study 1,control,11,FALSE,8.857,fox,conservative,TRUE,Rep_2,Rep,conservative,TRUE,study_1_28,conservative,Republican,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1997,22,TRUE,yes,Barely,0.25
Study 1,bonus,11,TRUE,6.732,fox,conservative,FALSE,Dem_2,Dem,liberal,TRUE,study_1_36,liberal,Independent,somewhat liberal,Left or center-left,Male,"Associate degree (e.g. AA, AS)",1992,27,TRUE,yes,Barely,0.25
Study 1,bonus,11,FALSE,7.758,nyt,liberal,TRUE,Rep_3,Rep,conservative,FALSE,study_1_37,liberal,Democrat,liberal,Left or center-left,Male,"Master’s degree (e.g. MA, MS)",1983,36,TRUE,yes,Entirely,1
Study 1,control,11,FALSE,7.605,fox,conservative,FALSE,Rep_1,Rep,conservative,FALSE,study_1_40,liberal,Democrat,liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1989,30,TRUE,yes,Not at all,0
Study 1,control,11,TRUE,6.677,fox,conservative,FALSE,Dem_2,Dem,liberal,TRUE,study_1_45,liberal,Democrat,liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1993,26,TRUE,yes,Barely,0.25
Study 1,control,11,FALSE,7.123,nyt,liberal,TRUE,Dem_2,Dem,liberal,TRUE,study_1_46,liberal,Democrat,liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1987,32,TRUE,yes,A lot,0.75
Study 1,control,11,FALSE,7.394,fox,conservative,TRUE,Dem_2,Dem,liberal,FALSE,study_1_49,conservative,Independent,no opinion,Right or center-right,Female,High school degree or equivalent (e.g. GED),1991,28,TRUE,yes,Not at all,0
Study 1,control,11,TRUE,6.397,fox,conservative,TRUE,Dem_2,Dem,liberal,FALSE,study_1_52,conservative,Republican,conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1989,30,TRUE,yes,A lot,0.75
Study 1,bonus,11,TRUE,7.956,fox,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_1_55,conservative,Republican,conservative,Right or center-right,Female,"Professional degree (e.g. MD, JD)",1981,38,TRUE,yes,Entirely,1
Study 1,control,11,TRUE,6.696,nyt,liberal,TRUE,Dem_3,Dem,liberal,TRUE,study_1_60,liberal,Democrat,somewhat liberal,Left or center-left,Male,High school degree or equivalent (e.g. GED),1997,22,TRUE,yes,Somewhat,0.5
Study 1,control,11,FALSE,7.223,fox,conservative,TRUE,Dem_3,Dem,liberal,FALSE,study_1_62,conservative,Democrat,somewhat liberal,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1961,58,TRUE,yes,Entirely,1
Study 1,bonus,11,TRUE,9.284,nyt,liberal,FALSE,Dem_2,Dem,liberal,FALSE,study_1_67,conservative,Independent,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1979,40,TRUE,yes,A lot,0.75
Study 1,control,11,TRUE,8.345,nyt,liberal,TRUE,Dem_1,Dem,liberal,TRUE,study_1_69,liberal,Independent,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1989,30,TRUE,yes,A lot,0.75
Study 1,bonus,11,FALSE,6.667,nyt,liberal,TRUE,Rep_2,Rep,conservative,FALSE,study_1_73,liberal,Other,liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1983,36,TRUE,yes,Somewhat,0.5
Study 1,control,11,TRUE,6.459,fox,conservative,FALSE,Dem_3,Dem,liberal,TRUE,study_1_74,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Associate degree (e.g. AA, AS)",1966,53,TRUE,yes,Barely,0.25
Study 1,control,11,TRUE,6.786,fox,conservative,FALSE,Dem_1,Dem,liberal,TRUE,study_1_77,liberal,Democrat,liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1979,40,TRUE,yes,Barely,0.25
Study 1,bonus,11,TRUE,7.321,fox,conservative,FALSE,Rep_3,Rep,conservative,FALSE,study_1_78,liberal,Democrat,liberal,Left or center-left,Male,High school degree or equivalent (e.g. GED),1989,30,TRUE,yes,Barely,0.25
Study 1,control,11,TRUE,7.783,nyt,liberal,FALSE,Dem_2,Dem,liberal,FALSE,study_1_79,conservative,Republican,somewhat conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1994,25,TRUE,yes,Barely,0.25
Study 1,control,11,TRUE,8.393,nyt,liberal,TRUE,Dem_2,Dem,liberal,TRUE,study_1_84,liberal,Democrat,liberal,Left or center-left,Female,"Master’s degree (e.g. MA, MS)",1986,33,TRUE,yes,Somewhat,0.5
Study 1,bonus,11,TRUE,9.322,nyt,liberal,FALSE,Rep_1,Rep,conservative,TRUE,study_1_92,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1974,45,TRUE,yes,Somewhat,0.5
Study 1,bonus,11,FALSE,15.112,fox,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_1_95,conservative,Democrat,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1990,29,TRUE,yes,A lot,0.75
Study 1,bonus,11,TRUE,7.414,nyt,liberal,TRUE,Dem_2,Dem,liberal,TRUE,study_1_97,liberal,Democrat,somewhat liberal,Left or center-left,Male,High school degree or equivalent (e.g. GED),1986,33,TRUE,yes,A lot,0.75
Study 1,control,11,FALSE,8.351,nyt,liberal,FALSE,Dem_1,Dem,liberal,FALSE,study_1_99,conservative,Republican,conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1968,51,TRUE,yes,Not at all,0
Study 1,bonus,11,FALSE,12.872,fox,conservative,TRUE,Dem_3,Dem,liberal,FALSE,study_1_103,conservative,Republican,conservative,Right or center-right,Male,"Associate degree (e.g. AA, AS)",1971,48,TRUE,yes,Barely,0.25
Study 1,bonus,11,TRUE,13.019,fox,conservative,TRUE,Dem_3,Dem,liberal,FALSE,study_1_109,conservative,Republican,conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1968,51,TRUE,yes,Somewhat,0.5
Study 1,bonus,11,FALSE,8.657,nyt,liberal,TRUE,Rep_3,Rep,conservative,FALSE,study_1_123,liberal,Independent,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1976,43,TRUE,yes,Barely,0.25
Study 1,bonus,11,TRUE,7.107,nyt,liberal,TRUE,Dem_2,Dem,liberal,TRUE,study_1_128,liberal,Independent,liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1978,41,TRUE,yes,A lot,0.75
Study 1,control,11,FALSE,7.352,nyt,liberal,TRUE,Rep_3,Rep,conservative,FALSE,study_1_131,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1981,38,TRUE,yes,A lot,0.75
Study 1,control,11,FALSE,11.712,fox,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_1_140,conservative,Republican,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1967,52,TRUE,yes,Barely,0.25
Study 1,control,11,TRUE,7.885,fox,conservative,TRUE,Dem_3,Dem,liberal,FALSE,study_1_151,conservative,Independent,somewhat conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1958,61,TRUE,yes,Somewhat,0.5
Study 1,control,11,TRUE,5.932,nyt,liberal,TRUE,Rep_2,Rep,conservative,FALSE,study_1_159,liberal,Independent,liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1990,29,TRUE,yes,Somewhat,0.5
Study 1,bonus,11,TRUE,7.903,nyt,liberal,FALSE,Dem_3,Dem,liberal,FALSE,study_1_161,conservative,Republican,conservative,Right or center-right,Male,"Associate degree (e.g. AA, AS)",1971,48,TRUE,yes,Not at all,0
Study 1,bonus,11,TRUE,7.012,nyt,liberal,FALSE,Dem_2,Dem,liberal,FALSE,study_1_163,conservative,Independent,conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1969,50,TRUE,yes,Somewhat,0.5
Study 1,control,11,FALSE,6.102,fox,conservative,FALSE,Dem_1,Dem,liberal,TRUE,study_1_165,liberal,Independent,somewhat liberal,Left or center-left,Male,"Associate degree (e.g. AA, AS)",1978,41,TRUE,yes,Barely,0.25
Study 1,bonus,11,FALSE,15.01,nyt,liberal,FALSE,Rep_3,Rep,conservative,TRUE,study_1_168,conservative,Republican,conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1973,46,TRUE,yes,Barely,0.25
Study 1,bonus,11,TRUE,7.381,fox,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_1_171,conservative,Independent,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1994,25,TRUE,yes,Somewhat,0.5
Study 1,control,11,TRUE,5.677,nyt,liberal,TRUE,Dem_2,Dem,liberal,TRUE,study_1_175,liberal,Democrat,liberal,Left or center-left,Male,High school degree or equivalent (e.g. GED),1981,38,TRUE,yes,Entirely,1
Study 1,bonus,11,TRUE,8.551,nyt,liberal,FALSE,Rep_1,Rep,conservative,TRUE,study_1_178,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1969,50,TRUE,yes,Barely,0.25
Study 1,bonus,11,FALSE,7.785,fox,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_1_179,conservative,Republican,somewhat conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1988,31,TRUE,yes,Somewhat,0.5
Study 1,control,11,FALSE,6.443,nyt,liberal,TRUE,Rep_1,Rep,conservative,FALSE,study_1_183,liberal,Democrat,liberal,Left or center-left,Male,"Associate degree (e.g. AA, AS)",1995,24,TRUE,yes,Barely,0.25
Study 1,bonus,11,TRUE,6.623,nyt,liberal,TRUE,Dem_3,Dem,liberal,TRUE,study_1_188,liberal,Independent,liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1988,31,TRUE,yes,Not at all,0
Study 1,bonus,11,TRUE,6.993,fox,conservative,TRUE,Dem_2,Dem,liberal,FALSE,study_1_196,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1974,45,TRUE,yes,Somewhat,0.5
Study 1,control,11,TRUE,7.062,nyt,liberal,FALSE,Dem_2,Dem,liberal,FALSE,study_1_198,conservative,Republican,conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1960,59,TRUE,yes,Not at all,0
Study 1,bonus,11,FALSE,6.837,nyt,liberal,TRUE,Rep_2,Rep,conservative,FALSE,study_1_201,liberal,Independent,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1978,41,TRUE,yes,A lot,0.75
Study 1,bonus,11,TRUE,15.108,fox,conservative,TRUE,Dem_3,Dem,liberal,FALSE,study_1_202,conservative,Democrat,somewhat conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1991,28,TRUE,yes,Somewhat,0.5
Study 1,control,11,FALSE,6.27,nyt,liberal,TRUE,Dem_3,Dem,liberal,TRUE,study_1_206,liberal,Democrat,somewhat conservative,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1988,31,TRUE,no,Barely,0.25
Study 1,control,11,TRUE,8.469,fox,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_1_209,conservative,Republican,somewhat conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1962,57,TRUE,yes,A lot,0.75
Study 1,bonus,11,FALSE,9.672,nyt,liberal,TRUE,Rep_2,Rep,conservative,FALSE,study_1_210,liberal,Democrat,liberal,Left or center-left,Male,High school degree or equivalent (e.g. GED),1987,32,TRUE,yes,A lot,0.75
Study 1,bonus,11,FALSE,7.649,nyt,liberal,FALSE,Dem_3,Dem,liberal,FALSE,study_1_213,conservative,Independent,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1973,46,TRUE,yes,A lot,0.75
Study 1,control,11,FALSE,15.009,fox,conservative,FALSE,Dem_1,Dem,liberal,TRUE,study_1_217,liberal,Democrat,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1969,50,TRUE,yes,Not at all,0
Study 1,bonus,11,FALSE,7.19,fox,conservative,FALSE,Rep_1,Rep,conservative,FALSE,study_1_225,liberal,Democrat,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1974,45,TRUE,yes,Barely,0.25
Study 1,control,11,TRUE,10.069,fox,conservative,FALSE,Dem_1,Dem,liberal,TRUE,study_1_226,liberal,Democrat,somewhat conservative,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1991,28,TRUE,yes,Somewhat,0.5
Study 1,control,11,TRUE,6.403,nyt,liberal,TRUE,Dem_2,Dem,liberal,TRUE,study_1_231,liberal,Democrat,liberal,Left or center-left,Female,"Master’s degree (e.g. MA, MS)",1978,41,TRUE,yes,A lot,0.75
Study 1,control,11,FALSE,15.11,fox,conservative,FALSE,Dem_3,Dem,liberal,TRUE,study_1_239,liberal,Democrat,somewhat conservative,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1991,28,TRUE,yes,A lot,0.75
Study 1,bonus,11,FALSE,7.495,fox,conservative,TRUE,Rep_2,Rep,conservative,TRUE,study_1_243,conservative,Independent,somewhat conservative,Right or center-right,Male,"Master’s degree (e.g. MA, MS)",1968,51,TRUE,yes,Somewhat,0.5
Study 1,control,11,FALSE,6.614,fox,conservative,TRUE,Rep_2,Rep,conservative,TRUE,study_1_248,conservative,Republican,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1991,28,TRUE,yes,Somewhat,0.5
Study 1,bonus,11,TRUE,15.005,nyt,liberal,TRUE,Dem_2,Dem,liberal,TRUE,study_1_249,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1985,34,TRUE,yes,A lot,0.75
Study 1,control,11,TRUE,12.312,fox,conservative,TRUE,Dem_2,Dem,liberal,FALSE,study_1_256,conservative,Independent,somewhat conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1961,58,TRUE,yes,Somewhat,0.5
Study 1,bonus,11,TRUE,7.447,nyt,liberal,TRUE,Dem_3,Dem,liberal,TRUE,study_1_257,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1980,39,TRUE,yes,Somewhat,0.5
Study 1,bonus,11,FALSE,7.82,nyt,liberal,TRUE,Rep_1,Rep,conservative,FALSE,study_1_261,liberal,Democrat,liberal,Left or center-left,Female,High school degree or equivalent (e.g. GED),1961,58,TRUE,yes,A lot,0.75
Study 1,control,11,TRUE,7.731,fox,conservative,TRUE,Dem_3,Dem,liberal,FALSE,study_1_262,conservative,Republican,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1970,49,TRUE,yes,Barely,0.25
Study 1,control,11,FALSE,10.154,fox,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_1_264,conservative,Republican,conservative,Right or center-right,Male,"Doctorate (e.g. PhD, EdD)",1947,72,TRUE,yes,Entirely,1
Study 1,control,11,TRUE,7.109,fox,conservative,TRUE,Dem_3,Dem,liberal,FALSE,study_1_266,conservative,Republican,conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1992,27,TRUE,yes,Entirely,1
Study 1,control,11,TRUE,8.053,nyt,liberal,FALSE,Rep_2,Rep,conservative,TRUE,study_1_269,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1987,32,TRUE,yes,Not at all,0
Study 1,control,11,TRUE,6.433,fox,conservative,FALSE,Dem_3,Dem,liberal,TRUE,study_1_289,liberal,Democrat,liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1982,37,TRUE,yes,Barely,0.25
Study 1,bonus,11,TRUE,7.048,fox,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_1_290,conservative,Republican,conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1983,36,TRUE,yes,Somewhat,0.5
Study 1,bonus,11,FALSE,11.095,fox,conservative,FALSE,Rep_2,Rep,conservative,FALSE,study_1_292,liberal,Democrat,liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1991,28,TRUE,yes,Not at all,0
Study 1,bonus,11,FALSE,8.363,nyt,liberal,FALSE,Dem_2,Dem,liberal,FALSE,study_1_299,conservative,Republican,conservative,Right or center-right,Male,"Associate degree (e.g. AA, AS)",1979,40,TRUE,yes,Not at all,0
Study 1,bonus,11,TRUE,7.841,fox,conservative,FALSE,Dem_1,Dem,liberal,TRUE,study_1_302,liberal,Democrat,liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1974,45,TRUE,yes,Not at all,0
Study 1,bonus,11,FALSE,7.635,fox,conservative,TRUE,Dem_1,Dem,liberal,FALSE,study_1_304,conservative,Republican,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1947,72,TRUE,yes,Entirely,1
Study 1,bonus,11,FALSE,8.73,fox,conservative,FALSE,Rep_2,Rep,conservative,FALSE,study_1_305,liberal,Independent,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1995,24,TRUE,no,Not at all,0
Study 1,bonus,11,TRUE,7.752,nyt,liberal,FALSE,Rep_2,Rep,conservative,TRUE,study_1_306,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1969,50,TRUE,yes,Not at all,0
Study 1,control,11,TRUE,8.422,nyt,liberal,TRUE,Dem_2,Dem,liberal,TRUE,study_1_309,liberal,Independent,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1981,38,TRUE,yes,Somewhat,0.5
Study 1,bonus,11,FALSE,7.082,nyt,liberal,FALSE,Rep_1,Rep,conservative,TRUE,study_1_312,conservative,Independent,somewhat conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1967,52,TRUE,yes,Somewhat,0.5
Study 1,control,11,FALSE,6.356,nyt,liberal,FALSE,Dem_1,Dem,liberal,FALSE,study_1_315,conservative,Republican,conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1990,29,TRUE,yes,Barely,0.25
Study 1,control,11,TRUE,7.264,fox,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_1_322,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1991,28,TRUE,yes,Somewhat,0.5
Study 1,bonus,11,TRUE,15.121,nyt,liberal,FALSE,Rep_1,Rep,conservative,TRUE,study_1_325,conservative,Independent,conservative,Right or center-right,Male,"Associate degree (e.g. AA, AS)",1971,48,TRUE,yes,Barely,0.25
Study 1,control,11,TRUE,6.799,fox,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_1_328,conservative,Republican,conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1971,48,TRUE,yes,A lot,0.75
Study 1,bonus,11,TRUE,7.392,fox,conservative,TRUE,Dem_3,Dem,liberal,FALSE,study_1_333,conservative,Independent,somewhat conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1978,41,TRUE,yes,Barely,0.25
Study 1,control,11,TRUE,15.112,nyt,liberal,TRUE,Dem_2,Dem,liberal,TRUE,study_1_334,liberal,Independent,no opinion,Left or center-left,Female,High school degree or equivalent (e.g. GED),1989,30,TRUE,yes,Entirely,1
Study 1,bonus,11,FALSE,6.922,fox,conservative,TRUE,Rep_2,Rep,conservative,TRUE,study_1_335,conservative,Republican,somewhat conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1987,32,TRUE,yes,Somewhat,0.5
Study 1,control,11,FALSE,15.106,fox,conservative,FALSE,Dem_2,Dem,liberal,TRUE,study_1_336,liberal,Democrat,somewhat liberal,Left or center-left,Male,High school degree or equivalent (e.g. GED),1987,32,TRUE,yes,Not at all,0
